ID,Section,Title,Abstract,Byline,Item_type,Source,Published_date,Material_type_facet,Counter
5823,The Upshot,What to Expect in This Wild Housing Market,Is there a chance of a break from soaring prices? Probably not in the short term. Here’s why.,BY EMILY BADGER,Interactive,New York Times,2022-01-02,Interactive Feature,1
5824,Style,Eden Deering Started Her Art Career at 8,"She is the director of PPOW, a venerable art gallery in TriBeCa co-founded by her mother in 1983.",BY MIA ADORANTE,Article,New York Times,2022-01-02,News,1
5825,Business,Workers at an Activision game studio say they are forming a union.,"The Game Workers Alliance represents workers at Raven Software, a studio owned by Activision Blizzard where some employees walked out in early December to protest work conditions.",BY KELLEN BROWNING,Article,New York Times,2022-01-02,News,1
5826,Arts,"Louie Anderson, Genial Stand-Up Comic and Actor, Dies at 68","He won an Emmy Award for his work on the series “Baskets” and two Daytime Emmys for his animated children’s show, “Life With Louie.”",BY NEIL GENZLINGER,Article,New York Times,2022-01-02,Obituary (Obit),1
5827,Business,"Stocks drop again, dragging the S&P 500 to its biggest weekly loss in nearly two years.",X,BY CORAL MURPHY MARCOS,Article,New York Times,2022-01-02,Live Blog Post,1
5828,Sports,"Mourinho, Benítez and the Pursuit of the Past","Why do two elite managers persist with a trophy-less, and seemingly joyless, slog toward a past they probably will never reclaim?",BY RORY SMITH,Article,New York Times,2022-01-02,News,1
5829,Health,"Their DNA Hides a Warning, but They Don’t Want to Know What It Says","Some volunteers for biobanks, which collect genetic information to study health across populations, have been surprised to be informed they carry risky mutations.",BY GINA KOLATA,Article,New York Times,2022-01-02,News,1
5830,Arts,Do Men Still Rule Ballet? Let Us Count the Ways.,Elizabeth B. Yntema’s Dance Data Project has been using a steady drumbeat of numbers to push the ballet world to action on gender equality.,BY MARGARET FUHRER,Article,New York Times,2022-01-02,News,1
5831,Arts,A ‘High Priestess of Satanic Art’? This Organist Can Only Laugh.,"For more than a decade, Anna von Hausswolff has been bringing the sound of pipe organs to rock fans. But Roman Catholic extremists have tried to stop her playing shows in churches.",BY ALEX MARSHALL,Article,New York Times,2022-01-02,News,1
5832,World,Suspect Charged in Taiwan’s Deadly ‘Ghost Building’ Fire,"Prosecutors say the suspect, seeking revenge on her partner after a quarrel, poured hot ashes on a sofa. The resulting fire killed 46 people.",BY AMY CHANG CHIEN,Article,New York Times,2022-01-02,News,1
5833,Your Money,How I Cut My Family’s Cable and Streaming Bill by $170,"After I realized we were paying more than $400 a month, I knew I had to do something. Here’s what I learned.",BY ANN CARRNS,Article,New York Times,2022-01-02,News,1
5834,en Español,"Me vacuné, tuve covid y estoy recuperado, ¿ya puedo volver a vivir como en 2019?","Los casos de ómicron están por las nubes y más personas vacunadas van a adquirir inmunidad “híbrida” tras una infección posvacunación. No obstante, los expertos recomiendan tomar precauciones.",BY DANI BLUM,Article,New York Times,2022-01-02,News,1
5835,Business,"Catch up: Intel plans new chip plants in Ohio, and JPMorgan’s chief gets a raise.",NO RECORD,NO RECORD,Article,New York Times,2022-01-02,Live Blog Post,1
5836,U.S.,"U.S. Covid hospitalizations are beginning to level off, though many areas are still strained.",NO RECORD,BY LAUREN LEATHERBY AND ALBERT SUN,Article,New York Times,2022-01-02,Live Blog Post,1
5837,Movies,‘The Power of the Dog’ | Anatomy of a Scene,The screenwriter and director Jane Campion narrates an intimate sequence between Benedict Cumberbatch and Kodi Smit-McPhee.,BY MEKADO MURPHY,Video,New York Times,2022-01-02,Video,1
5838,Sports,"Naomi Osaka Is Out at Australian Open, but Looking Ahead","The unseeded American Amanda Anisimova eliminated the four-time Grand Slam champion, who expressed pride in her effort and said, “I can’t be sad about that.”",BY CHRISTOPHER CLAREY,Article,New York Times,2022-01-02,News,1
5839,World,The U.S. authorizes the delivery of Stinger anti-aircraft missiles to Ukraine.,NO RECORD,BY MICHAEL SCHWIRTZ,Article,New York Times,2022-01-02,Live Blog Post,1
5840,New York,How Remote Work Is Devastating New York City’s Commuter Rails,"Before the pandemic, they relied on office workers, who spent up to $500 a month on tickets. At the M.T.A., those sales are down 75 percent.",BY MATTHEW HAAG AND PATRICK MCGEEHAN,Article,New York Times,2022-01-02,News,1
5841,Books,The French Naturalist Who Loved To Paint Mushrooms,"Jean-Henri Fabre, known for his popular books on insects, was a man of many hobbies.",BY BRIAN BLOMERTH,Article,New York Times,2022-01-02,News,1
5842,World,"China Holds the Line on ‘Zero Covid,’ but Some Wonder for How Long",More people are being caught up in the country’s virus-control dragnet. Some think the no-tolerance policy is unsustainable.,BY AMY QIN AND AMY CHANG CHIEN,Article,New York Times,2022-01-02,News,1
5843,Opinion,Will Madison Cawthorn Be Brought Down by ‘Insurrection’?,Why a section of the 14th Amendment could offer a challenge to some Republicans running for the House this year. ,BY HARRY LITMAN,Article,New York Times,2022-01-02,Op-Ed,1
5844,Arts,One Opera Opening Would Make Any Composer Happy. He Has Two.,Ricky Ian Gordon’s “Intimate Apparel” and “The Garden of the Finzi-Continis” are premiering in New York almost simultaneously.,BY ELISABETH VINCENTELLI,Article,New York Times,2022-01-02,News,1
5845,New York,How a Broadway Producer Spends His Sundays,"Theater may be struggling, but Ron Simons is committed to opening his next show, “For Colored Girls,” this spring.",BY ALIX STRAUSS,Article,New York Times,2022-01-02,News,1
5846,Travel,Vegan Travel: It’s Not Fringe Anymore,"From Mexico to Greece, plant-centric hotels, restaurants and tours are proliferating.",BY ELAINE GLUSAC,Article,New York Times,2022-01-02,News,1
5847,The Learning Network,How Do You Overcome Your Fears?,Amanda Gorman describes how she conquered her fears to deliver her stunning poem at last year’s presidential inauguration. What do you do to deal with your doubts?,BY JEREMY ENGLE,Article,New York Times,2022-01-02,News,1
5848,Style,Debbie Gibson Goes Shopping for Vinyl Records,"The 1980s pop star picked up records by Kylie Minogue, Bonzie and Phil Spector. Her latest album wasn’t available yet.",BY ALEXIS SOLOSKI,Article,New York Times,2022-01-02,News,1
5849,Books,"From Blood and Phlegm to Alcohol and Defenestration, Novels of Heartache","Fiction by Mina Seçkin, Lisa Harding, Neel Patel and Renée Branum tells of transnational family and loss.",BY LAUREN LEBLANC,Article,New York Times,2022-01-02,News,1
5850,Books,Heroic Outcasts Who Reshaped America,James R. Gaines’s “The Fifties” describes a decade when opposition to a stifling national consensus was costly and courageous.,BY THOMAS DYJA,Article,New York Times,2022-01-02,Review,1
5851,Opinion,The Women Who Had Abortions Before Roe v. Wade,We must understand what happened before Roe v. Wade to prepare for an America in which Roe is gone.,BY ILANA PANICH-LINSMAN,Interactive,New York Times,2022-01-02,Interactive Feature,1
5852,World,Here are answers to five key questions about the crisis.,NO RECORD,BY DAVID LEONHARDT,Article,New York Times,2022-01-02,Live Blog Post,1
5853,World,Biden’s comments highlight divisions among European allies.,NO RECORD,BY STEVEN ERLANGER AND MICHAEL CROWLEY,Article,New York Times,2022-01-02,Live Blog Post,1
5854,Crosswords & Games,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,BY ISAAC ARONOW AND DOUG MENNELLA,Article,New York Times,2022-01-02,News,1
5855,The Learning Network,Word of the Day: epiphany,This word has appeared in 109 articles on NYTimes.com in the past year. Can you use it in a sentence?,BY THE LEARNING NETWORK,Article,New York Times,2022-01-02,News,1
5856,Technology,Twitter shakes up its security team.,"Parag Agrawal, the new chief executive, fired the company’s head of security this week. Twitter’s chief information security officer is also leaving.",BY MIKE ISAAC AND KATE CONGER,Article,New York Times,2022-01-02,News,1
5857,Opinion,The Most Exciting Sporting Event in the World Is Happening Right Now,The Africa Cup of Nations soccer tournament shows glimpses of a different vision for the continent.,BY SEAN JACOBS,Article,New York Times,2022-01-02,Op-Ed,1
5858,Technology,Intel to Invest at Least $20 Billion in New Chip Factories in Ohio,Building up U.S. chip production has been a focus of lawmakers and companies alike amid a global shortage of the crucial components.,BY DON CLARK,Article,New York Times,2022-01-02,News,1
5859,Today’s Paper,Quotation of the Day: Ireland Outraged by Teacher’s Murder,"Quotation of the Day for Friday, January 21, 2022.",NO RECORD,Article,New York Times,2022-01-02,Quote,1
5860,Fashion,"United by Sorrow, They Forged a Joyful Future","Christina Vance and Greg Winick met in 2010, when they worked together for a few weeks. Years later, after each had suffered hardship, they reconnected and started to build a relationship.",BY VINCENT M. MALLOZZI,Article,New York Times,2022-01-02,News,1
5861,Style,"After a Marathon First Date, a Warp-Speed Romance","Within 30 days of their six-hour first date, Kimberly Chexnayder and Jason White had said “I love you” and moved in together. An engagement came soon after.",BY TAMMY LA GORCE,Article,New York Times,2022-01-02,News,1
5862,Style,"I’m Getting Married, Mom. Please Cry.",Entering marriage as your mother leaves it can create an emotional disconnect.,BY KATY GATHRIGHT,Article,New York Times,2022-01-02,News,1
5863,Style,"‘Traditionally Jewish, but Also Extremely Queer’","After meeting during a retreat for Jewish activists, Frankie Sandmel and Elaina Marshalek deepened their bond at a Queer Talmud Camp.",BY ALIX WALL,Article,New York Times,2022-01-02,News,1
5864,Style,"In a Blink, Her Eye Caught His","Dr. Justin Karlin, an oculoplastic surgeon, connected with Carson Stern on the dating app Hinge after being dazzled by a photo of her left eye in dramatic makeup.",BY ROSALIE R. RADOMSKY,Article,New York Times,2022-01-02,News,1
5865,Arts,"Elza Soares, 91, Who Pushed the Boundaries of Brazilian Music, Dies",She rose from a favela in Rio to samba stardom in the 1960s. But her career was later overshadowed by an affair with a famous soccer player that became a national scandal.,BY MICHAEL ASTOR,Article,New York Times,2022-01-02,Obituary (Obit),1
5866,Business,Peloton considers layoffs but denies a report it will pause bike production.,"The company has faced an abrupt change in fortune over the past year, from complaints that it couldn’t deliver bikes on time, to a drop in demand as gyms reopened and pandemic restrictions were lifted.",BY CORAL MURPHY MARCOS,Article,New York Times,2022-01-02,News,1
5867,Crosswords & Games,One With Lots of Pull,Kyle Dolan is a (relatively) new dad — let’s congratulate him!,BY DEB AMLEN,Article,New York Times,2022-01-02,News,1
5868,New York,Transit Line Connecting Brooklyn and Queens Moves Step Closer to Reality,"A new 14-mile transit line, which would not run into Manhattan, would fill a significant gap in New York’s transportation system.",BY MICHAEL GOLD,Article,New York Times,2022-01-02,News,1
5869,Briefing,"Ukraine, Climate Bill, Beijing Olympics: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.,BY REMY TUMIN,Article,New York Times,2022-01-02,briefing,1
5870,Briefing,Coronavirus Briefing: Omicron and Long Covid,Can the new variant lead to long-term symptoms?,BY JONATHAN WOLFE,Article,New York Times,2022-01-02,News,1
5871,U.S.,Biden the Negotiator Confronts the Cold Reality of Capitol Hill Gridlock,"President Biden will retreat from fruitless negotiations with lawmakers and instead emphasize his power to govern, senior White House advisers said.","BY MICHAEL D. SHEAR, ZOLAN KANNO-YOUNGS AND KATIE ROGERS",Article,New York Times,2022-01-02,News,1
5872,en Español,¿Ómicron puede causar covid prolongada?,Los científicos dicen que aún es muy pronto para saber si quienes se infectan con la nueva variante tendrán síntomas persistentes. Una infección leve no necesariamente es señal de que hay menos riesgo.,BY PAM BELLUCK,Article,New York Times,2022-01-02,News,1
5873,Business,"After Jan. 6, Sean Hannity Advised Trump: ‘No More Stolen Election Talk’","The Fox News host discussed with the White House press secretary how to dissuade the president from pursuing claims of voter fraud, newly disclosed documents show.",BY MICHAEL M. GRYNBAUM,Article,New York Times,2022-01-02,News,1
5874,Science,Sprawling Coral Reef Resembling Roses Is Discovered Off Tahiti,"The reef, which is just under two miles long and is in “pristine” condition, was found by a team of divers mapping the ocean floor for UNESCO.",BY NEIL VIGDOR,Article,New York Times,2022-01-02,News,1
